text,label
Snabb och proffs.,1
Testar verktyget . Med vänlig hälsning Fredrik på Ullmax.,1
Har blivit felaktigt debiterad för en försäkring jag aldrig tecknat. Som kund är man chanslös i deras chatt. Ta skriftligt på att du INTE tecknar försäkring om du ens ska överväga denna operatör.,0
Köpte en sittpuff. Snabb service med retur vilket är bra även om det kostar. Men det var otroligt dålig kvalite så allt var bara slöseri med tid.,0
"Dåligt batteri för iPhone. Bytte Batteriet för min iPhone 7 där för 10 månader sedan. Bra service, trevlig personal, men kvaliteten av batteriet är mer än dålig: nu stängds telefonen även av inomhus vid 10% restkapacitet. Kollar jag på batterihälsan i inställningar då har jag bara en maxkapacitet av 82% kvar...efter 10 månader. Det är tråkigt och hade jag vetat innan då skulle jag gärna har betalt dubbelt så mycket i Apple butiken men utan att ångra det.",0
"Bra arrangerad resa, bra reseledare Leena, allt fungerade bra o flöt på från början till slut",1
Fick inga varor...varit med flera gånger om hos Johnells att varorna visar sig vara slut långt efter att man beställt dem...det känns osäkert att beställa något från dem,0
Det tog alldeles för lång tid att få mina knoppar. Det var jag som var tvungen att mejla och fråga hur länge skulle det ta. Fick ändå ingen svar. Förstår att det kan finnas förseningar men atminstone ni skall tala för det till kunden.,0
"Jag har dessvärre inte fått min leverans ännu, trots att det har gått 3 veckor.Det är snart sommar och det här skulle planteras tidigare. Kompensation?",0
Kanon bra med allt,1
"Inte fått mitt avgassystem,  väntat i snart en månad",0
Min jurist gjorde ett utmärkt jobb och är väldigt bra att samarbeta med! Han är duktig på att förklara och tydlig med vad man kan förvänta sig för resultat. Min enda invändning till att sätta 5 stjärnor är ert sätt att ta betalt. I och men att vi bestämde att juristen skulle ta sig an mitt ärende skrev jag på ett avtal där det framgick summan jag skulle betala för ärendet. Vad som inte framgick var att jag 1 dag före vårt avtalade första möte med min arbetsgivare fick en faktura på hela summan och att den skulle vara betald innan mötet!!! Helt omöjligt på alla sätt faktiskt! Detta gjorde mig också väldigt skeptisk och misstänksam på om jag helt enkelt blivit tok-lurad? En mycket obehaglig känsla som låg kvar i många veckor. Detta faktum gjorde också att vi alla satt på mötet utom juristen då han blivit meddelad att jag inte betalt och därför inte kom till det avtalade mötet (jag hade dock betalat enligt överenskommelse men han blev inte informerad). Det måste informeras innan att Om/när man anlitar er ska hela summan betalas innan något görs ifrån er sida.,1
"Bra produkter, supersnabb leverans.",1
Snabbt lösningsorienterat bemötande vid reklamation. Mycket seriösa & trevliga. Proffsigt!,1
Snabbt och enkelt,1
Bra pris och bemötande!,1
Snabb leverans.,1
"Fina kläder och storleken passade. Enkel shopping och snabba leveranser så jag är mycket nöjd, tack Cellbes!",1
"Absolut sämsta internetbolag jag har varit med. En tappad kundtjänst som aktivt letar bråk, och ett icke fungerande bolag i sig. Jag var tyvärr fast med dem i mitt comhem hus, men valde att byta till oändlig surf med 4g. Det är en downgrade, men så otroligt mycket bättre än att ha och göra med ett företag som ytterst hatar sina kunder, och tar enorma överpriser.Hade jag kunnat hade givit 0 stjärnor.",0
Fel forum för mig.,0
"Okej städning! Kom hem en dag med fullt med damm under sängen, flyttar inget utan dammar runt ex en ljusstake på bordet",0
7 dagars leveranstid är inte normalt. När man utlovar 1-3 dagar. Botten!,0
"Inte högsta kvalitet på fållningen. Ser rätt slarvigt ut,",0
Att rekommendera! Lätt att beställa och säkert att betala via Paypal. Varan kom hem ordentligt förpackad och inom dem utlovade framtiden. Mycket nöjd!,1
Inte alls nöjd med sillikonskalet som jag köpte. Gick sönder efter bara några dagar. Silikonet sprack första gången jag tog av skalet.,0
"Katastrof. Hemsidan utlovar direktleverans av presentkort via mail. Har jag fått något presentkort på mail? Nej såklart inte. Har kundservice ett nummer man kan ringa? Nej såklart inte, telefonen är av någon märklig anledning avstängd när människor behöver hjälp som mest innan jul. 24-72 h ska det ta och svara på mail skriver dom. Jag behöver presentkortet på FREDAG och lär inte ens ha fått svar på var f*n min beställning tagit vägen tills dess...”Vi kan inte garantera leverans i år varken fysiska eller digitala beställningar tyvärr” får man som svar efter att ha mailat företagsadressen (japp jag mailade även företag trots att jag är en privatperson) Extremt komiskt att dom inte skriver det på hemsidan. Där lovas det leverans DIREKT!! Nej usch vilket uselt företag. Använde er för 3.5 år sedan och då var det också sviiiinlång leveranstid. Ni verkar inte ha förbättrat er ett dugg.Nu har det gått en vecka och mitt presentkort har fortfarande inte kommit. ANVÄND INTE DETTA FÖRETAG!!! OSERIÖST! köp presentkort direkt från respektive butik istället!!! Brukar din chef ge presentkort från gogift så varna chefen!",0
Datorn är bra men supporten är inte bra. Jag vill veta hur man kan sänka hastigheten på fläktarna i chassit men får inga bra svar. Bara generella svar om att här finns det mjukvara. Dom bygger datorerna själva så någon hos dom måste veta exakt vilken mjukvara man behöver installera och hur man ska göra om det nu ens går att justera fläktarna. I BIOS så finns dom men som NA.,0
Jag beställde klistermärke med INGEN REKLAM TACK.. det kom NGEN REKLAM TACK. Hur kan man missa i:t?,0
"Sämsta mobilreperarören till iPhone, först slutade Face ID fungera och sedan började mobilen dö då och då - och tillslut dog skärmen helt. Då reklamerade jag reparationen - men han kunde inte laga den för han hade dragit på semester. Efter ett tag hävdade han att jag hade förstört skärmen. Då sa han att jag skulle betala för en ny skärm och jag tänkte ”aja”.Efter reparationen får jag tillbaka mobilen och då sitter skärmen löst på mobilen, jag skrev ett SMS till han sedan men då sluta han svara. Face ID la också av efter den reparationen.Mobilen fungerade bättre med en sprucken skärm än när jag behövde betala 2350kr.Mycket oseriös. Gå till vilken annan som helst. Kan inte ens garantera att en reparation gör något.",0
Helt omöjligt att avboka det sista dygnet trots att detta var möjligt för hotellet. Inget svar överhuvudtaget. Jag kommer inte att använda tjänsten igen.,0
Dålig stil dålig service fel leveranstider,0
Alldeles för långa leveranstider.,0
Snabbt å enkelt,1
Fantastisk tjänst och fantastiska människor som står bakom!,1
"Hade det funnits noll stjärnor hade jag valt det men det får bli en. Efter att ha fått påminnelseavgift för nåt jag inte visste fanns ringer jag tre's support (flera gånger). På frågan om jag har obetalda fakturor säger de att ""allt är betalt"" ""Du har inga obetalda fakturor"". Efter ytterligare några veckor får jag brev från kronofogdemyndigheten med tre gånger så högt belopp som den obetalda fakturan som Tre själva inte visste fanns. Gör de nåt åt det? Näääe! Kommer vi att behålla våra två abonnemang hos Tre efter bindningstiden? SJÄLVKLAT INTE!!! Skulle kunna skriva en hel bok om deras s k ""kundsupport"" (borde heta kundtrakasseri). Synd bara att även denna berättelse drunknar i alla andras dåliga erfarenheter av detta djupt, djupt dåliga företag. Mycket märkligt att man kan fortsätta att driva ett företag på detta sätt.",0
"Jag fick fel ljuskällor levererade, fick icke dimbara när jag skulle ha dimbara. Hon i kundtjänst gav mig artikel nr för dimbara och tyckte jag skulle beställa nya. Handlat där för första och sista gången.",0
Inte fått svar på mina frågor via mejl på över två veckor trots upprepade försök. De utlovar svar efter 24-72 timmar.,0
"Snabb leverans, välfungerande produkt",1
"Extremt snabb leverans, väldigt nöjd!",1
"Vet inte, har varken fått någon produkt än och inget leveransbesked eller info att varan har skickats. Därför känns det svårt att svara på denna fråga om att lämna omdöme. Antar frågan från trustpilot genererades för tidigt.",0
"Gammalt (2,5 år) model på pris som dom nya, mitt fel kanske att kolla inte noggrant. Den har R410A men inte R32.",0
"Snabb leverans , fina posters.",1
Webbsajten är mycket krånglig. Det är svårt att hitta saker utan man vet precis vad man vill ha (och söker på det). :-(,0
"VARNING!! Beställ ej blommor från detta företag!!! Beställde en blomma som skulle komma den 23 dec och som fortfarande ingen har sett röken av. Har mailat flera gånger men de har varken svarat på mail, bett om ursäkt eller betalat tillbaka våra pengar. Chatten är inte tillgänglig och givetvis kan man inte ringa dit. UNDER ALL KRITIK OCH SKA ALDRIG MET BESTÄLLA NÅGOT FRÅN DEM!!!! För er information Eutoflorist ——> ORDERNR SE 4440097",0
Har inte fått varan ännu efter 3veckor.,0
"Riktigt bra service!! Krävdes några minuters fokus i början, men sen var det bara att luta sig tillbaks i soffan och följa uppdateringarna via mail som flightright skickade ut. Ca 2 veckor efter första kontakten med flightright satt pengarna på kontot! Rekommenderar varmt!",1
"Köpte min ""vanliga"" storlek men den sitter illa i kupan, veckar sig väldigt mycket. Därför är jag inte alls nöjd. Hur kan det bli så fel? Primadonna är ju bh:arnas Rolls Royce!",0
Efter en och en halv månad är mina varor ännu ej skickade. Har inte heller fått någon som helst information. Hur kan dom ens existera?,0
"Snabb leverans, lågt pris och fraktfritt.",1
Mycket nöjd med bokningen,1
"Massiva problem med att streama innehåll, både on demand och live. Har tappat räkningen på hur många gånger jag varit i kontakt med deras kundtjänst de perioder jag haft abonnemang under några års tid. Helt ofattbart hur man kan ha så mycket problem, under så lång tid, utan att lösa dem. Rekommenderar INGEN att skaffa deras tjänster. Totalt hopplöst.",0
"Allt är ok, förutom Paynova. Klarna var betydligt bättre.",1
Jag tycker att informationen om hur mycket man ska betala per månad är otydlig vid linsprenumeration. Jag kunde inte använda min rabattkod som jag fått av er då mina tidigare linser sprack i ögat vilket är mycket obehagligt och det tog flera dagar att få ut alla bitar.,0
"Fick samma upplevelse som de andra. 2 timmar telefonkö ...sedan när jag frågade om det verkligen tas en serviceavgift 595 Sek per person om flygbolaget ställa in flyget, då ville hon inte svara. När jag frågade igen har hon lagt på luren....Kan ju förstår att covid-19 krisen är svårt för många, men att de här företaget lurar och utnyttja folk och gör pengar med situationen skulle förbjudas.",0
"Ingen effekt, snabbt leverans!",0
Smidigt och användarvänligt. Har förenklat administrationen mycket,1
Bra hjälp snabb leverans,1
Bra kundservice,1
Tack för all hjälp i denna tråkiga stund.,1
Behövde en annan storlek på en vara jag beställde och fick superbra och snabb hjälp!,1
Min hund Rocky åt knappt maten och blev extremt dålig i magen tyvärr.,0
"Kan någon hjälpa mig? Det går inte att skicka mail.Pengar dras från mitt konto trots att jag tidigare skickat mail att jag inte vill vara medlem. Företaget är allt annat än seriösa. Köpte en vara och blev tydligen medlem, vilket jag inte gett medgivande till.",0
Sickar spam!,0
"Bra bemötande och serviceminded på Kundtjänst. Flyttkillarna var noggranna och tog det  försiktigt, bra jobbat. De tog med sig ytterligare saker som vi inte hade  uppgett vi bokningen.  Kan verkligen rekommendera Move24.",1
One place är nog den sämsta box jag haft. Helt oduglig. Instämmer i alla tidigare kommentarer om dess oduglighet skrivna här Jag har precis samma problem,0
Oseriöst företag som inte följer ARN:s rekommendationer om att återbetala sina kunder.,0
"VARNING!Väldig dåligt servis och dåligt bemötande. Väldig nonchalanta. Jag skickade produkten tillbaka men har fått ingen svar från de, skyller på mycket att göra. Värdelös kundservice och skulle inte rekommendera någon att handla på doftbox.se Hål dig lång borta från Doftbox.",0
Supernöjd med mitt första köp hos er 🤩,1
Enda önskemål är att kunna beställa extra  Ever Clean vätska utan tabletter,1
"Väldigt dålig leveransinformation.Fick info att varan var färdig för leverans 2020-11-30 med länk till DB Schenker där varan är noterad för upphämtning och erhållit ett transportnummer.Tills idag 2020-12-08 kl.07.00 har inget hänt! Samma info ligger kvar hos DB Schenker. Känns inte seriöst. Efter kontakt med Glasprinsen 2020-12-04 fick jag besked att man har haft för mycket att göra och att varan skulle gå iväg samma dag vilket inte har skett. Däremot kom fakturan daterad 2020-11-30! Jag har som kund skött min del av kontakterna.Jag avbeställer och ber Er kreditera faktura 85302-1000133  från Svea Ekonomi AB på belopp 1068,- SEK. Hoppas att krediteringen sker omgående.",0
Otroligt lång leveranstid.Beställde den 1/1 och fick hämta varan först den 14/1.,0
Leverans sju veckor efter beställning är inte acceptabelt. Dessutom var jag tvungen att kontakta företaget flera gånger per e-post och telefon innan något hände. En av varorna fanns då inte att tillgå. Fick dock en annan likvärdig vara som kostade det dubbla mot den jag beställt från början.Kass  är ordet!,0
Gedigen kunskap förmedlad av två proffs !,1
Snabbleverans och kanonservice!,1
Alltid nöjd med inläggen ifrån er och alltid snabb orderbehandling. Rekommenderas!,1
Såret krymper så det fungerar! Tack,1
"Vår hemsida med webbutik har legat helt nere sedan sedan i tisdags kväll, i 3,5 dygn nu!!!Inga order eller tillgång för att kunna se vårt stora sortiment på obestämd framtid! Det är verkligen en katastrof för ett E-handelsföretag under högsäsong (trädgårdsväxter). Det är något med SSL certifikaten, de kan inte tala om när (eller om) det ska vara klart och verkar inte förstå vilken mardröm detta är för oss och hur mycket pengar och kunder vi förlorar på detta. Detta är en mardröm för ett litet familjeföretag. Vi varit hos Binero sedan 2013 och känt oss nöjda hittills. Men nu måste vi tyvärr gå in här och starkt avråda detta företag. (Detta är också en vädjan till Binero att göra allt för att hjälpa oss och ta problemet på allvar. Får vi nu äntligen hjälp med att snabbt få tillbaka vår hemsida kommer jag direkt att redigera mitt omdöme). Snälla hjälp oss!",0
"Varan kommer inte,  en månad har gått.  Pengar har dragits.  Inga svar på mail.  Köp inte härifrån!",0
"Väskan var bra och levererades snabbt. Den enda nackdelen var att man inte kunde välja utlämningsställe själv, vilket innebar en omväg för oss när den skulle hämtas.",1
"Gott, enkelt och smaker som fungerar även för barn. Tiden som står på recepten är verkligen tiden det tar. Några recept är favoriter här och lagas ofta.",1
Felsänd vara och jag får betala porto för retur. Dåligt,0
Ni borde bli utredda och det omgående. Ett oseriöst bolag som ert bör inte bedriva någon som helst utav verksamhet.I helv*te heller att jag tänker kontakta eran kundservice igen. Minst lika blåsta som er här. Den enda jag kommer kontakta är konsument verket.,0
"köpte cyberpunk 2077 och koden är felaktig på steam, origin, uplay och battlenet.REKOMMENDERAR ALDRIG!!!SCAM!!!!!",0
Det har flera gånger framkommit efter beställning att ni inte har varor i lager. Detta innebär lång väntan på leverans.,0
"Bra utbud, snabb leverans, trevlig sida",1
"Hej, Helt ärligt nu, är era varor äkta? Jag beställde ett par skor från Vagabond och har ett par exakt  likadana hemma redan. Skillnaden va extremt tydlig då de jag fick ifrån er kändes fejk och ”plastiga”. Känns inte tillförlitligt då varorna skickas ifrån Polen?! Kan man få ett ärligt svar? Mvh.",0
Dåligt bemötande.Usel hjälp.,0
Funkar perfekt. Inget krångel för min del iallafall. Om jag nu ska säga något negativt är det väl att man inte får sms när varorna anländer. Kan själv klart vara DHLs fel eller liknande.,1
"Snabb leverans, rätt innehåll och liten extra ✨ alltid uppskattat.",1
Enkelt och smidigt. Leverans gick snabbt. Riktigt bra!,1
"Uselt rakt igenom, tre månader ingen leverans ingen återbetalning jag är bara glad att jag inte lade en  stor order. Undvik denna butik till vilket pris som helst.Henrik",0
Snabb leverans o bra!,1
Funkar bra. Får det man beställer snabbt.,1
"Problem med samma modell två gånger, båda reklamationerna gick igenom men processen och snabbheten var ej upp till förväntningarna.",0
Prosvärda produkter och Snabb leverans.,1
När man skulle betala så framgick det inte om er avgift på 29 kr ingick eller inte så jag blev ovetande efter och sen var det stort sett omöjligt att hitta fakturan och jag var tvungen att ringa er för att kunna betala - urdåligt!Jag upplevde det som om ni verkligen vill att man ska dela upp betalningen så att ni kan suga så mycket som möjligt ur varje kund.Jag ska berätta för alla jag känner hur dåliga ni är och att man ska INTE köpa någonting via er!,0
Drar pengar flera gånger och betalar inte tillbaka.,0
Fick svar på mina frågor vid val av snowboard. Väldigt snabb leverans.,1
Som ni läser får många inte resultat av laserbehandling hos detta företag.De använder svaga styrkor så att hår follikeln blir ”upprörd” och då tappar man håret. Så småningom kommer all hårväxt tillbaka för att hår follikeln (hemmet där hårstråna bor) finns kvar = Du kommer aldrig få permanent resultat hos dessa. 😉 Tacka mig sen. De använder sig av svaga styrkor så att man ska fortsätta köpa fler behandling och kasta mer pengar i sjön.,0
Det er noget dårligt jeg skulle betale 599 kr. for en pakke modtaget eller returneret men de skrev så at jeg både havde modtaget den og returneret den. Da jeg så ringer til dem siger de så at de har problemer med de opkald de for så de pludselig kan lægge på!!Dårlig service!,0
"Fina kläder med bra kvalite, man får verkligen det man betalar för. Snabb leverans",1
"Jag har anlitat Badrumsbesiktningar för att göra en trestegsbesiktning (vvs-besiktning/tätskiktsbesiktning/slutbesiktning). Under arbetets gång hittades fel (trots behöriga hantverkare) som var mycket enklare att lösa direkt än om de hade upptäckts senare i processen (eller om de inte upptäckts alls, förrän man fått en vattenskada). Vid slutbesiktningen blev badrummet godkänt, med reservation för några detaljer där mina hantverkare och jag istället kom överens om prisavdrag. Jag tror att den förhandlingen underlättades tack vare att jag hade en besiktningsman med. Glad att jag anlitade Badrumsbesiktningar och även tacksam för de goda råd jag fick på vägen. Nu har jag ett badrum som jag vet uppfyller alla regler och krav. Professionellt, seriöst, kunnigt, noggrant och trevligt samarbete.",1
"Önskar jag hade läst betygen tidigare. Väntat i 3 veckor på leveransbesked, får ingen kontakt med företaget. Har nu blockerat fakturan som kom rätt omgående.",0
Helt värdelöst!Falsk marknadsföring och kan inte ens svara via sin mejl haha!Vilket oseriöst inkompetent företag..,0
"Hjälpte min gammelmormor att ställa om från analog- till digital-TV då den analoga inte längre skulle fungera i hennes bostadsområde. Detta fungerade inte. Ringde då supporten och ett ärende startades. Fick ett SMS att problemet var åtgärdat några dagar senare. Åkte dit för att visa gammelmormor hur hon startade TV:n nu när det äntligen fungerade, men Telenor hade ej löst problemet. Ringde till supporten igen och detta höll på i över en månad och det blev över 10 samtal med väntetid till deras support där man varje gång var tvungen att gå ""den rätta vägen"", det vill säga ett frågeformulär där man skulle starta om, byta port på fördelningsboxen, som redan hade provats flera gånger tidigare. De kom med helt orimliga förklaringar om vad som kunde vara fel bara för att kunna avsluta samtalet efter att ha suttit med dem i luren i 30 min och innan dess väntat en bra stund i kön. Frågade vid flertalet tillfällen om de verkligen startat abonnemanget då allt fungerade (fick t.o.m. upp Teleonorloggan på TV:n) förutom att inga kanaler fanns att tillgå. La sammanlagt över 20 timmar på att sitta i telefonkö och prata med supporten. Visade sig tillslut att de inte startat abonnemanget. Istället har de bett oss att starta om TV-boxen, byta TV:boxen, skickat en ny HDMI-kabel, byta port i fördelningsboxen, byta nätverkskabel i lägenheten och gud vet vad.Telenors support är den värsta jag har varit med om och jag är 23 år och är utbildad automationselektriker vilket gjorde att jag avfärdade de sämsta förslagen som Telenors support gav mig (exempelvis att koppla om nätverkskablarna i lägenheten trotts att vi fick signal till TV:n, men inga kanaler). Hur tänker sig Telenor att min gammelmormor eller vilken äldre människa som helst ska kunna lösa problem med deras support?Det är så förbannat dåligt och kommer aldrig köpa en enda tjänst av er, förmodlingen ingen av de jag känner heller då jag förklarat hur dålig er support och ert kundbemötande är. Detta är första gången jag ger en riktigt usel recension till ett företag, men så mycket tid vi fick lägga för att för en TV-box att fungera är inte okej. Vält en annan leverantör istället.Detta är två år sedan men har hört från andra att er support fortfarande är lika givande.",0
Suger kraftig! Lovar att ringa upp ringer inte. Man väntar i kö i 30 min inget händer. Skapar bara frustration hos en,0
Gick utan problem.,1
"Jag hyrde en film med svenskt tal, dock valde jag fel och fick en med svensk text! Tog kontakt med support, fick filmen ändrad till svenskt tal på 2 minuter! Absolut bästa och snabbaste support jag någonsin fått! Fortsätt så sfanytime!",1
"Gjorde en beställning på lundhags outlet och fick bekräftelse på varan. Hörde inget mer på 2 dagar så jag ringer och frågar om när dom skickar, och får till svar att varan är slutsåld. Det är väl helt ok om dom hade meddelat det isåfall. ODUGLIGT!!",0
"Handlade för 18.000 samma dag hos expert bla en tv för 12.000 och saknade nätsladden och blev näst intill hånad av dom att det var väl inget. Ingen ursäkt ingenting!! Har slutat handla hos denna usla kedja. Och rekomenderar alla andra att låta bli, ni blir bara behandlade som luft av dom! Har redan fått flera att välja andra kedjor och dom har inte varit besvikna. Hade det gått hade dom fått 5 minus!!!",0
Hade varit bra om det framkommit tydligare VAR presentkortet gällde,1
Har varit kund flera år och fungerat hur bra som helst,1
Tråkigt att inte kunna returnera i butik det som handlats på nätet. Känns inte som ett autoexperten är 1 bolag som samarbetar.,0
Produkten vi beställde kom snabbt. Vi har dock inte monterat ännu p g a vi flyttar. . . .,1
"Min första beställning med kurslitteratur försvann, fick då reklamera beställningen efter en månad. Kundtjänst övertalar mig att beställa om ordern, som kom fram 1 månad senare. Då kommer 2/3 böcker till ombud. Sista boken försvann den också och kundtjänst tyckte att det var mitt fel. Har inte fått någon kompensation och har fått klara mig utan min kurslitteratur hela kursen nu.",0
"Beställde en liten kioskflagga. Fint monterad, bra pris och helt ok!",1
"""Auto Accessoarer garanterar enbart lagerhållda varor under en leveranstid på 1-6 dagar! "" Största lögnen på hemsidan! Beställde en frontläpp som enligt deras sida ""är i lager"" den 25 mars, det är nu den 8 april och jag har inte ens fått ett svar från deras lager som supporten sa skulle höra av sig igår alltså den 7 april. Rent clownföretag, beställ INTE härifrån även om priserna är lockande jämfört med deras konkurrenter!",0
Bra jobbat Erik T. !!! Jag fick av honom profs hjalp! Ge honom löneförhöjning <---,1
Snabbt o smidigt till postlådan....tack så mycket...👍,1
"Hur skall kunna ge ett omdöme, när jag inte ens vet om jag får en beställd vara.Hoppas att jag någon gång får se om varan skickas eller inte.",0
"👍🏻Bra produkter , snabb service och ett trevligt bemötande.",1
"Köpte två elcyklar för närmare 30k för ett år sedan. Min damcykel har strulat. Först la  laddaren av, innan jag nu ens har fått svar på den reklamationsvideon jag skickade in 23 Juni så la batteriet av hel. Cykeln fungerar inte om inte laddaren sitter i cykeln. Skickade in två nya reklamationsvideor på att cykeln strulat ännu mer, för någon dag sedan och ifrågasatte vad som hände i mitt ärende. Men trots tidigare ärende (23juni sista gången) så dröjer det. Jag vill bara ha tillbaka pengarna för min cykel så jag kan köpa en någon annanstans. för denna cykel går inte att lite på.  Och kundservicen är horibel!",0
Beställ inte receptbelagda medel härifrån. Skulle få leverans efter tre dagar som aldrig kom. De meddelade mig aldrig det. När jag gick in på länken ang leveransen hade de tagit bort leveransen!!! Står nu utan medianer och ett elände med att försöka nå dem för att få svar på frågan VARFÖR!!! Välj annat apotek!,0
Herregud vad trött jag blir! Blocket blir bara sämre och sämre. Efter den senaste omgörningen av gränssnittet i höstas nådde man botten. Jag ger upp.,0
"beställde 5 artiklar den 2 maj. den 12 maj skriver jag till dem via deras support system på hemsidan och fråga vart min order tagit vägen, fick en spårningslänk som svar. 15 maj hämtade jag ut mitt paket varav de saknas en vara som jag beställt, skriver till dem via deras support system på hemsidan igen, får inget svar dom avslutar bara ärendet. skriver på ärendet igen och frågar om jag får min vara eller inte. dagen efter har dom tagit bort alla support ärenden helt. obefintlig support, lång leverans tid om man får sina grejer.",0
Bra val fungerar som de ska,1
Har beställ och betalat för Leinr men inte fått något?,0
"Mina barnbarn, som jag bor långt ifrån, skulle få Superpresentkortet i julklapp..betalade med swishBeställde dem den 7/12, har inte fått dem :/ Skickat mail och de skulle återkomma. Yeah rigtht!!Tack för ditt mail.""Vi har mottagit din förfrågan och arbetar på att svara dig inom 24-72 timmar på vardagar.Om du har ytterligare frågor eller information som du vill tillägga, vänligen svara på detta meddelande.Tack på förhand.GoGift""Jag har ju redan betalat dem Aldrig mer, jättebesviken & lessen",0
"Höga priser, poängsystem som inte ger mycket och framförallt usel eller obefintlig information från dem om viktiga saker. När de bytte från postgiro till bankgiro fick vi matkontokunder ingen ordentlig information om det så många satte in pengar på fel konto med stora fördröjningar som följd. En vecka och två dagar sedan jag förde över pengar till mitt Coop matkonto men de har fortfarande inte kommit och ingen vet när de gör det så det är pengar jag inte kan använda. Så fort pengarna har kommit och jag använt dem samt alla mina poäng tänker jag avsluta mitt medlemskap hos Coop.",0
"Trots att vi råkade beställa fel var Dekoria mycket tillmötesgående, snabba och trevliga.",1
Lätt att få kontakt svarar snabbt trevligt bemötande,0
Klar och tydlig hemsida. Enkelt att beställa. Snabb leverans av bra märkessko! Mycket nöjd.,1
Sämst service. Får inget svar på Mail. Varan är 1 månad försenad.,0
Hej! Enkelt att beställa. Snabb leverans till dörren av posten och bra råvaror som fungerade över förväntan. (Rökelsens och torkat sojagranulat.),1
5 stjärnor bra kvalité håller länge.,1
"Jag har fortfarande inte fått produkterna jag beställde och nu har det gått Över 3veckor, och de svarar Inte på mail. Så skulle nog lugnt kunna säga att de är sämst.",0
"Kräsen hund med känslig mage, hon älskar fodret. Smidigt med leveranserna. Enda negativa att det blir mycket smulor/pulver i slutet av påsen.",1
"Jag behövde snabbt få tag på en speciell kökskniv som jag blivitväldigt bekväm med.Produkten var väldigt omsorgsfullt förpacketerat och levererades i ""noll tid"" 👍😀",1
"Har varit mobilkund i många år, vilket fungerat bra och jag har inte behövt något hjälp från supporten under denna tid (tur är det). Tecknade fiber-abonnemang som skulle aktiveras samtidigt som mitt tidigare upphörde. Nu började strulet... man har missat aktiveringen, support är obefintlig etc. 4 dagar bredbandsstopp över nyårshelgen är surt.. larm, kameror mm. Inget funkar & ingen hjälp, urkasst!",0
Fem veckor innan första nummer dimper ned i brevlådan inte ok.!,0
"Välj annan leverantör om möjligt!Dyker upp utan förvarning, gräver av kabel till robotgräsklippare, kan inte åtgärda detta, försökte med fel material. Visste sen inte hur rätt material ska användas när det väl kom efter 1 månads väntetid.Kundtjänst är under all kritik. Blev utlovade aktivering av internet m.m. i september. De kopplade på det direkt efter fiberblåsning i alla fall. Så nu behöver vi ta tag i att tjafsa med dem om den saken... Lättare sagt än gjort när det inte går att nå dem per telefon och de har enormt långa svarstider på mejl. Trodde aldrig det skulle vara så komplicerat att få till fiber till fastigheten!",0
"Har problem med att min box låser sig och tänkte gå ifrån boxen och köra med tv-modul. Hos företag med modernt tänk hade inte detta varit några problem men nu var det ju Sappa det handlar om... För att lösa detta åt mig så måste ett muntligt avtal göras!Ett muntligt avtal gjordes när jag skaffade Sappa och det tänker jag inte göra om! För mig som kund är detta ett osäkert sätt, görs ett skriftligt avtal kan jag läsa i lugn och ro och spara kopia på det jag skriver på.Sappas ålderdomliga muntliga avtal med någon från kundtjänst som läser upp i snabbt takt gör att jag som kund kan missa väsentliga punkter. Handen på hjärtat, ni som gått med på muntliga avtal, hur mycket har ni uppfattat och hur mycket hade ni behövt be om upprepning om men tyckt att det var retligt att göra så? Sappa behöver modernisera sitt tänk, jag tycker utbudet är bra men kommer säga upp avtalet p.g.a. ett otryggt sätt för mig som kund att göra avtal på.Vill Sappa svara på detta så gör inte det, lägg energin på att utveckla er i stället!Vill ge er ett tips efter ert svar, BankID är snabbt och effektivt.",0
"Instämmer till stor del i vad föregående kunder berättat. Jag velade fram och tillbaka kring att boka flyttstädning, men övertygade till sist mig själv att en professionell lokalvårdsfirma måste ju kunna städa minst lika bra som jag. Uppenbarligen hade jag helt fel. Bland annat var samtliga golvytor fortfarande smutsiga efter städningen och dessutom alldeles klistriga att gå på, förmodligen på grund av att man inte torkat bort rengöringsmedlet. Toalett och kök var dock i övrigt väl rengjorda.Städa själva eller anlita en seriös firma, med Hemfrid blir det bara merarbete för er själva.",0
Allt fungerade perfekt och produkterna passa perfekt snabb leverans/,1
"Jag skaffade en domän från Svenska Domäner 2016 och lyckades efter 5 år säga upp min domän. Jag upplevde att systemet var designat för att det skulle vara svårt att säga upp sin domän och därmed hamna i en spiral där en behöver betala domänen fast att man inte vill ha den. Nu verkar dock företaget ha bytt strategi, eftersom jag lyckades säga upp den utan krångligheter efter 5 år. Men jag litar fortfarande inte på företaget tyvärr. Rekommenderar wordpress istället.",0
Min första beställning försvann i hanteringen och blev aldrig levererad. När man tillverkat en ny tavla så försvann den också i hanteringen. Då skulle man skicka en tredje men då tackade jag nej och valde ett annat företag.,0
