text,  paper,  date
Frölunda ska bli NHL-klubb,  Aftonbladet,  2008-01-30

Från kennelklubben,  Expressen,  2008-01-30

Frågan splittrar artister,  Svenska Dagbladet,  2008-01-30

Fransman tar över som balettchef på Operan,  Dagens Nyheter,  2008-01-30

Fortsatt uppåt för råoljan,  Svenska Dagbladet,  2008-01-30

Formsvaga lag möts i London,  Dagens Nyheter,  2008-01-30

Folkstorm räddar Gert,  Aftonbladet,  2008-01-30

Folktandvården blir dyrare,  Dagens Nyheter,  2008-01-30

Fler ser svenska filmer på bio,  Svenska Dagbladet,  2008-01-30

Finsk hockeystjärna riskerar fängelse,  Dagens Nyheter,  2008-01-30

Finns det ingen som Britney kan lita på?,  Expressen,  2008-01-30

Film om tortyr i Abu Ghraib tävlar i Berlin,  Dagens Nyheter,  2008-01-30

Fiasko villkor för nya tag,  Svenska Dagbladet,  2008-01-30

Fejken som lurade Kultursverige,  Expressen,  2008-01-30

Fed måste sänka i kväll - annars rasar börsen,  Dagens Nyheter,  2008-01-30

Fed i fokus för växande finanskris,  Svenska Dagbladet,  2008-01-30

Febern har nu slagit över i total hysteri,  Aftonbladet,  2008-01-30

Fattas bara fästman,  Dagens Nyheter,  2008-01-30

FYLKING riskerar att SPARKAS för CAROLA- ATTACKEN,  Expressen,  2008-01-30

FRåGA KALLA VAD DU VILL!,  Expressen,  2008-01-30

FILM I DAG,  Dagens Nyheter,  2008-01-30

Fyrnationsturnering i U21 i Skåne,  Dagens Nyheter,  2008-01-30

Fylking kan få sparken,  Expressen,  2008-01-30

Enkät. Vad tycker du om att 1. ... mäklarna ska tvingas ange ett,  Dagens Nyheter,  2008-01-30

Energibolagens värde ökar,  Svenska Dagbladet,  2008-01-30

En temperamentsfull kolorist är död,  Svenska Dagbladet,  2008-01-30

En indieversion av Sex and the City,  Svenska Dagbladet,  2008-01-30

En förlorad värld,  Dagens Nyheter,  2008-01-30

En fantastisk utopi,  Dagens Nyheter,  2008-01-30

En estets blick på medeltiden,  Svenska Dagbladet,  2008-01-30

Elever kränktes av skolpersonal,  Expressen,  2008-01-30

Elever vill bli smartare - dopar sig,  Aftonbladet,  2008-01-30

Ekonomin viktig för äldre Floridaväljare,  Dagens Nyheter,  2008-01-30

Ekonom varnar för prisfall på bostäder,  Dagens Nyheter,  2008-01-30

Egypten täpper till Gazagräns,  Dagens Nyheter,  2008-01-30

Efterträdaren heter Östros,  Aftonbladet,  2008-01-30

EU lämnar walkover i fildelningsfrågan,  Dagens Nyheter,  2008-01-30

EU ger klartecken att jaga fildelare,  Svenska Dagbladet,  2008-01-30

ELITSERIEN,  Dagens Nyheter,  2008-01-30

EKONOMI I DAG,  Dagens Nyheter,  2008-01-30

Extremt skickliga. Igudesman och Joo showar i Victor Borges anda.,  Dagens Nyheter,  2008-01-30

Experten: Det är extra viktigt att vara tydlig,  Expressen,  2008-01-30

Dömd läkare slipper nya åtal,  Aftonbladet,  2008-01-30

Därför fick Nuder gå,  Expressen,  2008-01-30

DÖDSFALL,  Dagens Nyheter,  2008-01-30

Djärvt grepp. Men dokumentären lyfte aldrig.,  Dagens Nyheter,  2008-01-30

Dikter med sinnesglädje och estradpoetisk energi,  Svenska Dagbladet,  2008-01-30

Det här vill Vägverket göra,  Dagens Nyheter,  2008-01-30

Det gamla spelet om en kur,  Dagens Nyheter,  2008-01-30

Det bästa från ett av våra bästa popband,  Aftonbladet,  2008-01-30

Destination,  Aftonbladet,  2008-01-30

Demokraterna behöver stöd,  Svenska Dagbladet,  2008-01-30

Death in Granada,  Expressen,  2008-01-30

De gör film med Julianne Moore,  Expressen,  2008-01-30

De glänser i nya Arn,  Aftonbladet,  2008-01-30

Damerna klara för OS-kvalet,  Svenska Dagbladet,  2008-01-30

Dagmar Hävermark,  Svenska Dagbladet,  2008-01-30

DN-partiet,  Dagens Nyheter,  2008-01-30

DAGENS SMS,  Expressen,  2008-01-30

DAGENS ROS,  Expressen,  2008-01-30

DAGENS NAMN: GUNILLA,  GUNHILD,  Dagens Nyheter

DAGENS GARV,  Expressen,  2008-01-30

DAGENS BäSTA,  Expressen,  2008-01-30

Dyrt och dumt,  Dagens Nyheter,  2008-01-30

Dubbelt för Ann i Kanal 5,  Expressen,  2008-01-30

Dubbelmoral,  Expressen,  2008-01-30

Du får vad du vill ha,  Aftonbladet,  2008-01-30

Clueless,  Expressen,  2008-01-30

Chippen nära Deportivo: Deadline i dag,  Expressen,  2008-01-30

Charlotte PERRELLIS stenhårda SCHLAGER- TRäNING,  Expressen,  2008-01-30

Bättre fart i julhandeln,  Dagens Nyheter,  2008-01-30

Bästa lärarna ska lyfta sämsta klassen,  Dagens Nyheter,  2008-01-30

Bröllop - och nytt testamente,  Expressen,  2008-01-30

Bryta om kan vinna Slangbellan,  Dagens Nyheter,  2008-01-30

Bromé tillbaka i radio,  Expressen,  2008-01-30

Brittiska kulturbidrag blir kvar,  Svenska Dagbladet,  2008-01-30

Brevet till Brezjnev,  Expressen,  2008-01-30

Brandmäns kläder kan ge cancer,  Aftonbladet,  2008-01-30

Bra snurr på Turbo-3G,  Svenska Dagbladet,  2008-01-30

Bounce får mer pengar till långfilm,  Svenska Dagbladet,  2008-01-30

Bostadsrättsägare tog för hög andrahandshyra,  Dagens Nyheter,  2008-01-30

Blues brothers,  Expressen,  2008-01-30

Billigaste bredbandet,  Expressen,  2008-01-30

Billiga kopior ger Astra Zeneca magsår,  Dagens Nyheter,  2008-01-30

Bilen behövs även i Stockholm,  Dagens Nyheter,  2008-01-30

Beväpnade gäng härjar i Kenya,  Svenska Dagbladet,  2008-01-30

Betänketid för Napolitano,  Dagens Nyheter,  2008-01-30

Bemötandet,  Dagens Nyheter,  2008-01-30

Barn ska inte stukas till lydnad,  Dagens Nyheter,  2008-01-30

Bankrånare tog gisslan i Venezuela,  Svenska Dagbladet,  2008-01-30

Bankrånare på flykt med gisslan,  Svenska Dagbladet,  2008-01-30

Bankrånare med gisslan gav upp,  Svenska Dagbladet,  2008-01-30

Bankrånare med gisslan gav upp,  Dagens Nyheter,  2008-01-30

Bandidosmedlemmar greps för skattebrott,  Svenska Dagbladet,  2008-01-30

Balladerna når änglahöjd,  Svenska Dagbladet,  2008-01-30

BLYGER KLOKER,  Expressen,  2008-01-30

Byt a-kassa - och spara tusenlappar,  Aftonbladet,  2008-01-30

But I¿m a cheerleader,  Expressen,  2008-01-30

Bushs tal fick blandat mottagande,  Dagens Nyheter,  2008-01-30

Bush: al-Qaida på flykt i Irak,  Svenska Dagbladet,  2008-01-30

Antalet cancerfall i världen växer,  Svenska Dagbladet,  2008-01-30

Annandag pingst gör comeback,  Aftonbladet,  2008-01-30

American history X,  Expressen,  2008-01-30

Allt dyrare kolla numret,  Dagens Nyheter,  2008-01-30

Afro-indie-pop att lira luftconga till,  Expressen,  2008-01-30

Avvisade kvinnor får 20000 var,  Svenska Dagbladet,  2008-01-30

Avtal om nytt biljettsystem kan hävas,  Dagens Nyheter,  2008-01-30

Avgick du för det här,  Persson?,  Aftonbladet

Osäkrad aggressivitet. Andlöst spännande när Jens Liljestrand synar,  Dagens Nyheter,  2008-01-30

Oscar Carlén: Hammarby borta blir tuffaste matchen på säsongen,  Dagens Nyheter,  2008-01-30

Operabaletten får fransk chef,  Svenska Dagbladet,  2008-01-30

Oden,  vilken brakfest,  Aftonbladet

Ocoolt blir hippt,  Aftonbladet,  2008-01-30

Och nästa framtidsman ska tänka likadant,  Svenska Dagbladet,  2008-01-30

Och nu skriver Nuder en bok,  Aftonbladet,  2008-01-30

ORRENIUS:,  Expressen,  2008-01-30

OLSSON:,  Expressen,  2008-01-30

Något uppåt för råoljan,  Svenska Dagbladet,  2008-01-30

När modet kom till byn,  Expressen,  2008-01-30

Norrland blir två storregioner,  Svenska Dagbladet,  2008-01-30

Norrtälje billigast,  Dagens Nyheter,  2008-01-30

Nordman tänker bränna häxa på scen,  Svenska Dagbladet,  2008-01-30

Nigeria och Elfenbenskusten vidare,  Dagens Nyheter,  2008-01-30

Nigellas barn får inte ärva,  Aftonbladet,  2008-01-30

New Kids on the Block gör gubbig comeback,  Svenska Dagbladet,  2008-01-30

NHL,  Expressen,  2008-01-30

Nytt prisras på BREDBAND - här hittar du abonnemang FRåN 15 KR,  Expressen,  2008-01-30

Ny roll för Tekniska nämndhuset,  Svenska Dagbladet,  2008-01-30

Ny alliance faller sönder,  Dagens Nyheter,  2008-01-30

Ny mäklarlag ger mer konsumentinsyn,  Svenska Dagbladet,  2008-01-30

Nubben på väg till Frölunda,  Dagens Nyheter,  2008-01-30

Nu är rollistan klar för Det våras för Hitler,  Expressen,  2008-01-30

Nu tar rocken över i Berlin,  Aftonbladet,  2008-01-30

Nu skapar vi miljöjobb!,  Aftonbladet,  2008-01-30

Nu stänger fönstret,  Dagens Nyheter,  2008-01-30

Målsprutan fick chansen till slut,  Svenska Dagbladet,  2008-01-30

Mäklarsamfundet vill ha mer,  Dagens Nyheter,  2008-01-30

Mot bättre tider,  Expressen,  2008-01-30

Misslyckad jobbsatsning för nyanlända invandrare,  Dagens Nyheter,  2008-01-30

Misskötselns pris Ragnar Roos: Nu får USA betala.,  Dagens Nyheter,  2008-01-30

Missa inte att äta pinnekött,  Dagens Nyheter,  2008-01-30

Ministern är klonad med LRF,  Aftonbladet,  2008-01-30

Miljonerna som ska få hem Allbäck,  Aftonbladet,  2008-01-30

Mer konsumentinsyn i ny mäklarlag,  Svenska Dagbladet,  2008-01-30

Mederlind dras till det brutala,  Svenska Dagbladet,  2008-01-30

Matte söker husse,  Expressen,  2008-01-30

Mats Hultin Craelius,  Svenska Dagbladet,  2008-01-30

Maria ungdom kan bli privatägt,  Aftonbladet,  2008-01-30

Maria Möller åter på Vasateatern,  Svenska Dagbladet,  2008-01-30

Man krossad under sågverksmaskin,  Aftonbladet,  2008-01-30

Man blir alldeles LykkeLi,  Aftonbladet,  2008-01-30

Man to man,  Expressen,  2008-01-30

Maja - om katten får bestämma,  Expressen,  2008-01-30

Majoritet av Bandidos ledare i fängelse eller häkte i dag.,  Dagens Nyheter,  2008-01-30

Maktbalansen har rubbats,  Svenska Dagbladet,  2008-01-30

MAT I DAG,  Dagens Nyheter,  2008-01-30

My Bloody Valentine till Roskilde,  Aftonbladet,  2008-01-30

Muslimska kvinnor får skadestånd,  Dagens Nyheter,  2008-01-30

Muslimsk soldat skulle mördas,  Svenska Dagbladet,  2008-01-30

Musikskolecheck kapar kön Nacka kommun har öppnat för privata skolor. 1000,  Dagens Nyheter,  2008-01-30

Musharraf till offensiv mot landets talibaner,  Svenska Dagbladet,  2008-01-30

M-grupp spanar efter ungas framtidshopp,  Dagens Nyheter,  2008-01-30

6%,  Svenska Dagbladet,  2008-01-30

67 000,  Dagens Nyheter,  2008-01-30

53 sjölejon på Galapagos slogs ihjäl,  Dagens Nyheter,  2008-01-30

5 kulturevenemang i världen just nu,  Dagens Nyheter,  2008-01-30

59-åring åtalas för barnporrinnehav,  Svenska Dagbladet,  2008-01-30

430 000,  Dagens Nyheter,  2008-01-30

3,  Dagens Nyheter,  2008-01-30

3 x Faust,  Dagens Nyheter,  2008-01-30

38 nya chefer tillsatta av regeringen Reinfeldt,  Dagens Nyheter,  2008-01-30

2008 väntas bli mild,  Dagens Nyheter,  2008-01-30

275,  Dagens Nyheter,  2008-01-30

26,  Aftonbladet,  2008-01-30

13 ur Bandidos greps,  Svenska Dagbladet,  2008-01-30

13 000 på Travelmässan,  Aftonbladet,  2008-01-30

1 Wildbirds & Peacedrums,  Svenska Dagbladet,  2008-01-30

ZLATAN TIPSADE OM JUVENTUS,  Expressen,  2008-01-30

Tekniken stämde perfekt,  Svenska Dagbladet,  2008-01-30

Regeringen klarar inte regniga dagar,  Svenska Dagbladet,  2008-01-30

Krämare ger liv åt staden,  Svenska Dagbladet,  2008-01-30

Jag tycker inte att vi gjort fel,  Svenska Dagbladet,  2008-01-30

Jag börjar bli en kvalserieräv,  Expressen,  2008-01-30

JAG äR I CHOCK,  Expressen,  2008-01-30

Isak nobbar Citys låneförslag,  Expressen,  2008-01-30

Ett dråpslag mot tullverksamheten,  Svenska Dagbladet,  2008-01-30

Dråpslag mot hela tullverksamheten,  Svenska Dagbladet,  2008-01-30

Bengt var den bäste,  Expressen,  2008-01-30

- TV 4 förstörde hela min karriär,  Aftonbladet,  2008-01-30

- Min favorit är Allram,  Aftonbladet,  2008-01-30

- Bästa spår: Den spröda,  Svenska Dagbladet,  2008-01-30

… jag vet heller inte hur jag ska få tag på den förbannade rullen på annat,  Dagens Nyheter,  2009-02-26

Överskottsenergi räddar inte festen,  Svenska Dagbladet,  2009-02-26

Överflödigt i stället för en hit,  Aftonbladet,  2009-02-26

Öka statsbidragen - rädda jobben i offentliga sektorn,  Aftonbladet,  2009-02-26

Ödesdrama i ny dräkt,  Dagens Nyheter,  2009-02-26

Åke Skeppare,  Svenska Dagbladet,  2009-02-26

YSL-auktion slog världsrekord,  Svenska Dagbladet,  2009-02-26

Woods vinnare direkt i comebacken,  Aftonbladet,  2009-02-26

Witasps stjärna är snart miljonär,  Dagens Nyheter,  2009-02-26

Vårens viktigasteval: kavajen,  Aftonbladet,  2009-02-26

Vårdvalet har gjort vården sämre,  Dagens Nyheter,  2009-02-26

Vår uppgift är att stötta - och att utmana,  Dagens Nyheter,  2009-02-26

Västerås klart för kvalserien,  Dagens Nyheter,  2009-02-26

Västerås klart för kvalserien,  Svenska Dagbladet,  2009-02-26

Västerås klart för kvalserien: Vi är inte sämre än andra,  Expressen,  2009-02-26

Värdet på fastigheter krymper,  Svenska Dagbladet,  2009-02-26

Vänner och flickvänner,  Expressen,  2009-02-26

Visuella trick. Lunds konsthalls nya utställning är svår att slita sig,  Dagens Nyheter,  2009-02-26

Vill väcka liv i duetten,  Expressen,  2009-02-26

Vikarierar för Graaf,  Aftonbladet,  2009-02-26

Victoria skickade iväg cynikern på semester,  Expressen,  2009-02-26

Victoria och Daniel FLYTTAR TILL 12-RUMSVILLA,  Expressen,  2009-02-26

Vi såg...,  Expressen,  2009-02-26

Verktyg för folkvett,  Dagens Nyheter,  2009-02-26

Vems idé var detta?,  Aftonbladet,  2009-02-26

Veckans premiärer,  Dagens Nyheter,  2009-02-26

Veckans lantis: Jag ska snart flytta hit,  Dagens Nyheter,  2009-02-26

Vd:n sätter hoppet till nya 9-3X,  Dagens Nyheter,  2009-02-26

Vattenhund tar plats i Vita,  Svenska Dagbladet,  2009-02-26

Varning för örtbaserat tillskott,  Svenska Dagbladet,  2009-02-26

Var fjärde svensk har shoppat på nätet,  Dagens Nyheter,  2009-02-26

Vad är det de säger? Sagan om kronprinsessan och folket.,  Dagens Nyheter,  2009-02-26

Vad hände med vår integritet?,  Aftonbladet,  2009-02-26

Vad an-vänder du för lampor?,  Expressen,  2009-02-26

VM-GUIDEN,  Expressen,  2009-02-26

Uppåt för Kinafonder Starka utländska investerare och svagare krona bakom,  Dagens Nyheter,  2009-02-26

Uppror inom gränspolis över,  Dagens Nyheter,  2009-02-26

Uppror i Dhaka,  Dagens Nyheter,  2009-02-26

Under duken,  Expressen,  2009-02-26

Unga Klara kan bli egen teater,  Dagens Nyheter,  2009-02-26

Unga Klara blir fristående teater Grundaren Suzanne Osten befarar,  Svenska Dagbladet,  2009-02-26

Tillbaka på Anfield,  Aftonbladet,  2009-02-26

Tiger vann - Stenson föll direkt,  Dagens Nyheter,  2009-02-26

Thorleifs är nära att göra mig galen,  Aftonbladet,  2009-02-26

The queen,  Expressen,  2009-02-26

Team Alinghi tävlar i Sverige,  Svenska Dagbladet,  2009-02-26

Tangerat rekord i bortamatch,  Svenska Dagbladet,  2009-02-26

Tack och lov blev jag inte gift,  Dagens Nyheter,  2009-02-26

TV I GÅR,  Expressen,  2009-02-26

TOMAS PETTERSSON: Annas och Linas VM- silver är,  Expressen,  2009-02-26

TIPS FRÅN REDAKTIONEN,  Dagens Nyheter,  2009-02-26

TIGERS SUCCÉ I NATT,  Expressen,  2009-02-26

Tysk miljardär jagar Olsson,  Aftonbladet,  2009-02-26

Två extra nollor gav tung order,  Svenska Dagbladet,  2009-02-26

Tv-kanaler storsatsar på bröllop,  Svenska Dagbladet,  2009-02-26

Tuff väg till succé,  Svenska Dagbladet,  2009-02-26

Tuff kritik mot statliga jobbcoacher,  Dagens Nyheter,  2009-02-26

Södertälje tar tillbaka,  Dagens Nyheter,  2009-02-26

Så här tycker DN.se-läsarna,  Dagens Nyheter,  2009-02-26

Så fjollig som en mjölk,  Expressen,  2009-02-26

Så blir deras framtid ihop,  Aftonbladet,  2009-02-26

Spelarna jublar inte:Vi spelade inte bra med Leif sist,  Expressen,  2009-02-26

Sparkat sändebud fick tillbaka jobbet,  Dagens Nyheter,  2009-02-26

Sopåkarna tror på avtal till helgen,  Dagens Nyheter,  2009-02-26

Sophies mat,  Expressen,  2009-02-26

Som i gamla tider,  Expressen,  2009-02-26

Skärpt huliganlag från den 1 april,  Dagens Nyheter,  2009-02-26

Skenheligt att gömma sig bakom ungdomen,  Aftonbladet,  2009-02-26

Sjukhuschef åtalas för bedrägeri,  Dagens Nyheter,  2009-02-26

Sir Bernard Ashley,  Svenska Dagbladet,  2009-02-26

Silver - tack vare Obama,  Aftonbladet,  2009-02-26

Sigvard Enocsson,  Svenska Dagbladet,  2009-02-26

Sharif stoppas av domstol,  Dagens Nyheter,  2009-02-26

Sen start för etiska krav på färsk frukt,  Svenska Dagbladet,  2009-02-26

Schiphol räknas som en säker flygplats.,  Dagens Nyheter,  2009-02-26

Salos nya hockeyliv,  Aftonbladet,  2009-02-26

Saabs sista (?) en pärla,  Aftonbladet,  2009-02-26

Saabklubben har kört på sedan 1976,  Dagens Nyheter,  2009-02-26

STRYKTIPSET,  Dagens Nyheter,  2009-02-26

STILKOLL,  Aftonbladet,  2009-02-26

SKYDDAS AV SÄPO,  Expressen,  2009-02-26

SKRIV MEJLA SMS:a,  Aftonbladet,  2009-02-26

SILVERHJÄLTARNAS MARDRÖM - VÄND,  Expressen,  2009-02-26

SCHLAGER- RAPPORTEN,  Expressen,  2009-02-26

Svensk/norsk EM-ansökan nära,  Dagens Nyheter,  2009-02-26

Svenskt stafettsilver i lagsprinten( LIBEREC. Skadorna efter OS-guldet i,  Dagens Nyheter,  2009-02-26

Svenskarna tror på ljusning i ekonomin,  Dagens Nyheter,  2009-02-26

Svenskafans.com - sportmedias kloak,  Aftonbladet,  2009-02-26

Svenska herrarna sexa,  Dagens Nyheter,  2009-02-26

Svar direkt: Dodillets enda vapen verkar vara historieförfalskning.,  Dagens Nyheter,  2009-02-26

Svag krona kan ge brist på starka droppar,  Svenska Dagbladet,  2009-02-26

SvD tippar prispallen: 1),  Svenska Dagbladet,  2009-02-26

Susanne Dodillet:,  Dagens Nyheter,  2009-02-26

Succé - men Sverige lockar Nilsson: Ett par klubbar har hört, Expressen, 2009-02-26, , 

Största utmaningen är EU-valet,  Dagens Nyheter,  2009-02-26

Står finansfotbollen näst i tur att drabbas av krisen?,  Aftonbladet,  2009-02-26

Städad slöjdsalong,  Dagens Nyheter,  2009-02-26

Studenter ska få bidrag i bara fyra år,  Dagens Nyheter,  2009-02-26

Student sålde knark på nätet till unga,  Dagens Nyheter,  2009-02-26

Striden om Fotbollen,  Aftonbladet,  2009-02-26

Stormvarning för rederierna,  Svenska Dagbladet,  2009-02-26

Storbrand på hotell,  Svenska Dagbladet,  2009-02-26

Stoppa fetmaepidemin med mindre tv och mer motion,  Dagens Nyheter,  2009-02-26

Stopp i Saab-fabriken,  Dagens Nyheter,  2009-02-26

Stockholm lockar Moras kranskulla,  Svenska Dagbladet,  2009-02-26

Stockente,  Dagens Nyheter,  2009-02-26

Stentuff konkurrens i konståkningens junior-VM,  Dagens Nyheter,  2009-02-26

Sten Ljungdahl Sten Ljungdahl,  född 1944,  Järfälla

Statistik sänkte USA-börserna,  Svenska Dagbladet,  2009-02-26

Staden säljer fastigheter för 36 miljoner,  Dagens Nyheter,  2009-02-26

S-trid om utnämningen av Baylan,  Aftonbladet,  2009-02-26

S-politiker vill ta bort hakkorset,  Svenska Dagbladet,  2009-02-26

S-politiker vill få bort hakkorset,  Svenska Dagbladet,  2009-02-26

Rånpengar tvättas i bankautomater,  Svenska Dagbladet,  2009-02-26

Rosens namn,  Expressen,  2009-02-26

Romantisk återupprättelse,  Svenska Dagbladet,  2009-02-26

Rimmar illa med verkligheten,  Aftonbladet,  2009-02-26

Rihanna uppges gravid,  Expressen,  2009-02-26

Ribéry ledde Bayern till rekordseger - men jublet,  Expressen,  2009-02-26

Riche,  Dagens Nyheter,  2009-02-26

Regeringen diskriminerar med rena maffiametoderna,  Dagens Nyheter,  2009-02-26

Rebeller dömda för krigsbrott,  Svenska Dagbladet,  2009-02-26

Rebeller dömda för krigsbrott,  Dagens Nyheter,  2009-02-26

RIG Umeå IBF drar sig ur kval,  Dagens Nyheter,  2009-02-26

Rwanda-soldater ut ur Kongo,  Svenska Dagbladet,  2009-02-26

På semester i Paris - ihop,  Aftonbladet,  2009-02-26

Pärson tog det lugnt i första genomåket,  Dagens Nyheter,  2009-02-26

PÅ JAKT EFTER SAMMA JOBB,  Expressen,  2009-02-26

PÅ EXPRESSEN.SE I GÅR,  Expressen,  2009-02-26

Programledaren som gillar att improvisera,  Dagens Nyheter,  2009-02-26

Presidenttal: Bättre skola för alla.,  Dagens Nyheter,  2009-02-26

Polisen utreder inte Björkman för juryfusk,  Aftonbladet,  2009-02-26

Planet gick plötsligt rakt ned,  Dagens Nyheter,  2009-02-26

Pirogen - ett bättre mellanmål än du tror,  Aftonbladet,  2009-02-26

Pinones-Arce kallade sportchef f***a: Vill inte släppa mig,  Aftonbladet,  2009-02-26

Pettersson: Med tanke på bakgrunden är silvret,  Expressen,  2009-02-26

Personnytt,  Dagens Nyheter,  2009-02-26

Per Erik Wahlund död. Främst i sin generation av teaterkritiker.,  Dagens Nyheter,  2009-02-26

Pengarna borde räcka till en plakett i baren,  Svenska Dagbladet,  2009-02-26

Parodin som blev rena poesin,  Dagens Nyheter,  2009-02-26

Pansarhajar var först med sex,  Dagens Nyheter,  2009-02-26

PLAJSTATION,  Aftonbladet,  2009-02-26

PL-spelare misstänkta för misshandel,  Expressen,  2009-02-26

PISTERNAS DROTTNING OCH PAPPAN SOM GJORDE DET MÖJLIGT,  Aftonbladet,  2009-02-26

Pyromanen på stadshotellet,  Aftonbladet,  2009-02-26

Lågkonjunkturen kan betyda snabbare renovering av skolor,  Dagens Nyheter,  2009-02-26

Lång förlovning en tradition,  Aftonbladet,  2009-02-26

Lättviktigt med fina dueller,  Svenska Dagbladet,  2009-02-26

Läkemedelsverket varnar för Fortodol,  Dagens Nyheter,  2009-02-26

Lägre avkastning för Folksam,  Dagens Nyheter,  2009-02-26

Locke blir handelsminister,  Svenska Dagbladet,  2009-02-26

Lockas du att köpa böcker på rean?,  Aftonbladet,  2009-02-26

Ljungberg tränade med divsion 2-lag,  Expressen,  2009-02-26

Lindgården rivs och ger plats för hotell och restaurang,  Dagens Nyheter,  2009-02-26

Lindwall: Han fattar inte att prins Daniel är en modern man,  Expressen,  2009-02-26

Liljegren kan bli SOK-medlare i konflikten med RF,  Dagens Nyheter,  2009-02-26

Leppe Sundevall död,  Dagens Nyheter,  2009-02-26

Lejon och lamm,  Expressen,  2009-02-26

Leif Strömberg: Vi ska spela i elitserien nästa säsong,  Aftonbladet,  2009-02-26

Ledin ger bort sin nya singel,  Aftonbladet,  2009-02-26

Landstingets ekonomi visar plus,  Dagens Nyheter,  2009-02-26

LYFTE SIG UR KRISEN,  Expressen,  2009-02-26

LOUS FARVÄL,  Aftonbladet,  2009-02-26

LITA INTE PÅ USA,  Expressen,  2009-02-26

LARSSON,  Aftonbladet,  2009-02-26

Lyxhuset skadat av radon - nu kan Stockholms slott bli deras nya hem,  Aftonbladet,  2009-02-26

Lyons spel skakade Barcelona,  Dagens Nyheter,  2009-02-26

Kårobligatoriet avskaffas,  Dagens Nyheter,  2009-02-26

Källor: Rihanna var gravid,  Aftonbladet,  2009-02-26

KÄRLEKENS SEGER,  Expressen,  2009-02-26

Kronprinsessan har gjort helt rätt val,  Dagens Nyheter,  2009-02-26

Kritik mot rekonstruktionen,  Dagens Nyheter,  2009-02-26

Kritik mot spagettihanteringen Alla dietråd minskar vikten,  Svenska Dagbladet,  2009-02-26

Kritik mot Israel är inte antisemitism,  Expressen,  2009-02-26

Kraftigt fall för Japans export,  Dagens Nyheter,  2009-02-26

Krabbelurer bär upp ärtsoppan,  Aftonbladet,  2009-02-26

Konst mot utsugning,  Dagens Nyheter,  2009-02-26

Konjunkturinstitutets,  Svenska Dagbladet,  2009-02-26

Konflikterna ökar i jobbkrisens spår,  Aftonbladet,  2009-02-26

Kommer Victoria att heta Westling?,  Dagens Nyheter,  2009-02-26

Klart för svensk -norsk EM-ansökan,  Expressen,  2009-02-26

Kirk: På turné får man sova,  Aftonbladet,  2009-02-26

Katt räddade familj när villan brann,  Dagens Nyheter,  2009-02-26

Katastrofvision. Tate Modern som tillflykt skapar rysningar.,  Dagens Nyheter,  2009-02-26

Kartlagd - med kortet,  Aftonbladet,  2009-02-26

Kan jag få ordet? Politisk retorik: Undvik orden häst och mormor i samma,  Dagens Nyheter,  2009-02-26

KUNGENS MOTKRAV,  Aftonbladet,  2009-02-26

Kurdiskt trots i parlamentet,  Dagens Nyheter,  2009-02-26

Kungahuset kan få ökade anslag,  Svenska Dagbladet,  2009-02-26

Jeng nobbar inne-SM,  Dagens Nyheter,  2009-02-26

Japans export faller,  Svenska Dagbladet,  2009-02-26

Jag såg en man klyvas,  Aftonbladet,  2009-02-26

Jag känner igen mig i Salander,  Dagens Nyheter,  2009-02-26

Jag tar fram kanoten lite då och då,  Aftonbladet,  2009-02-26

Juicebrist efter datastrul,  Svenska Dagbladet,  2009-02-26

Isdans,  Dagens Nyheter,  2009-02-26

Isarna smälter allt snabbare,  Svenska Dagbladet,  2009-02-26

Iransk kärnreaktor färdig,  Svenska Dagbladet,  2009-02-26

Ipredlagen klubbades,  Dagens Nyheter,  2009-02-26

Internt bråk om Monas nya val,  Expressen,  2009-02-26

Integritetstrubbel,  Dagens Nyheter,  2009-02-26

Inspektör åtalas för körkortsmutor,  Dagens Nyheter,  2009-02-26

Ingång till Oz universum,  Svenska Dagbladet,  2009-02-26

Ingves flaggar för ny räntesänkning,  Dagens Nyheter,  2009-02-26

Högstadieelever mår bättre av qigong,  Svenska Dagbladet,  2009-02-26

Här är horoskopet för fästfolkets liv vid hovet,  Aftonbladet,  2009-02-26

Här filmas den misstänkte mordbrännare,  Dagens Nyheter,  2009-02-26

Här bråkar de - om prinsen,  Aftonbladet,  2009-02-26

Hälsokost kan vara livsfarligt,  Aftonbladet,  2009-02-26

HÄR ÄR ERT NYA SLOTT,  Expressen,  2009-02-26

HÄR ÄR DIN KLÄNNING,  Expressen,  2009-02-26

Hopplöst för sent,  Expressen,  2009-02-26

Hinner spara till pampigt bröllop,  Expressen,  2009-02-26

